cui	disease_name
C3552553	HYPOGONADOTROPIC HYPOGONADISM 5 WITH OR WITHOUT ANOSMIA
C3552634	LYMPHOPROLIFERATIVE SYNDROME 1
C3553060	EMERY-DREIFUSS MUSCULAR DYSTROPHY 7, AUTOSOMAL DOMINANT
C3553077	MICROPHTHALMIA, SYNDROMIC 11
C3553247	MENTAL RETARDATION, AUTOSOMAL DOMINANT 14
C3553248	MENTAL RETARDATION, AUTOSOMAL DOMINANT 15
C3553249	COFFIN-SIRIS SYNDROME 4
C3553264	JOUBERT SYNDROME 17
C3553328	UV-SENSITIVE SYNDROME 3
C3553330	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 7
C3553414	MICROCEPHALY 8, PRIMARY, AUTOSOMAL RECESSIVE
C3553449	PONTOCEREBELLAR HYPOPLASIA, TYPE 1B
C3553450	Profound global developmental delay
C3553494	CATARACT 38
C3553517	CORNELIA DE LANGE SYNDROME 4
C3553587	GLUCOCORTICOID DEFICIENCY 4 WITH OR WITHOUT MINERALOCORTICOID DEFICIENCY
C3553617	PULMONARY FIBROSIS AND/OR BONE MARROW FAILURE, TELOMERE-RELATED, 1
C3553637	HYPERPHOSPHATASIA WITH MENTAL RETARDATION SYNDROME 2
C3553719	AMYOTROPHIC LATERAL SCLEROSIS 18
C3553764	Joint hyperflexibility
C3553788	ALTERNATING HEMIPLEGIA OF CHILDHOOD 2
C3553793	SPERMATOGENIC FAILURE 10
C3553813	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 8
C3553859	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 12
C3553869	ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED (HERPES-SPECIFIC), SUSCEPTIBILITY TO, 6
C3553886	MICROCEPHALY 9, PRIMARY, AUTOSOMAL RECESSIVE
C3553929	PEROXISOME BIOGENESIS DISORDER 3A (ZELLWEGER)
C3553936	PEROXISOME BIOGENESIS DISORDER 4A (ZELLWEGER)
C3553937	PEROXISOME BIOGENESIS DISORDER 4B
C3553944	USHER SYNDROME, TYPE IJ
C3553959	PEROXISOME BIOGENESIS DISORDER 8A (ZELLWEGER)
C3553960	PEROXISOME BIOGENESIS DISORDER 8B
C3553989	SPINAL MUSCULAR ATROPHY, DISTAL, AUTOSOMAL RECESSIVE, 5
C3554000	PEROXISOME BIOGENESIS DISORDER 11A (ZELLWEGER)
C3554001	PEROXISOME BIOGENESIS DISORDER 11B
C3554004	PEROXISOME BIOGENESIS DISORDER 13A (ZELLWEGER)
C3554042	DIAMOND-BLACKFAN ANEMIA 11
C3554047	VENTRICULAR TACHYCARDIA, CATECHOLAMINERGIC POLYMORPHIC, 4
C3554055	PEROXISOME BIOGENESIS DISORDER 14B
C3554078	BRANCHED-CHAIN KETO ACID DEHYDROGENASE KINASE DEFICIENCY
C3554105	PERRAULT SYNDROME 2
C3554129	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 13
C3554194	CONGENITAL HEART DEFECTS, MULTIPLE TYPES, 3
C3554226	Congenital pontocerebellar hypoplasia type 7
C3554279	CONGENITAL HEART DEFECTS, MULTIPLE TYPES, 2
C3554321	BASAL GANGLIA CALCIFICATION, IDIOPATHIC, 4
C3554343	MENTAL RETARDATION, AUTOSOMAL DOMINANT 17
C3554409	HYPOTRICHOSIS 11
C3554415	Distal arthrogryposis type 5D
C3554439	Microcephalic primordial dwarfism Alazami type
C3554448	GAND SYNDROME
C3554449	NEURODEVELOPMENTAL DISORDER WITH SPASTIC DIPLEGIA AND VISUAL DEFECTS
C3554460	COLORECTAL CANCER, SUSCEPTIBILITY TO, 12
C3554478	OSTEOPETROSIS, AUTOSOMAL RECESSIVE 8
C3554496	LEFT VENTRICULAR NONCOMPACTION 7
C3554499	MICROCEPHALY 10, PRIMARY, AUTOSOMAL RECESSIVE
C3554518	COWDEN SYNDROME 5
C3554524	MICROPHTHALMIA, ISOLATED 8
C3554574	MELANOMA, CUTANEOUS MALIGNANT, SUSCEPTIBILITY TO, 9
C3554575	MAPLE SYRUP URINE DISEASE, MILD VARIANT
C3554576	FACIAL DYSMORPHISM, IMMUNODEFICIENCY, LIVEDO, AND SHORT STATURE
C3554608	MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 5
C3554649	CARDIOMYOPATHY, DILATED, 1II
C3554654	CHARCOT-MARIE-TOOTH DISEASE, DOMINANT INTERMEDIATE F
C3554663	BLEEDING DISORDER, PLATELET-TYPE, 15
C3554665	OSTEOSCLEROTIC METAPHYSEAL DYSPLASIA
C3554689	AGAMMAGLOBULINEMIA 7, AUTOSOMAL RECESSIVE
C3554772	Colorectal cancer, early onset
C3642344	Breast Carcinoma by Gene Expression Profile
C3642345	Luminal A breast cancer
C3642346	Luminal B breast cancer
C3642471	Normal Breast-Like Subtype of Breast Carcinoma
C3665342	Progressive Cone Dystrophy
C3665489	Borderline epithelial tumor of ovary
C3665704	Congenital reticular ichthyosiform erythroderma
C3668940	Dmd-Associated Dilated Cardiomyopathy
C3668942	Atelosteogenesis Type 3
C3695127	Astrocytoma of brain
C3696376	3-Methylglutaconic Aciduria
C3697119	Pulmonary arterial hypertension associated with congenital heart disease
C3697680	Early onset Alzheimer's disease with behavioral disturbance
C3697776	Proliferative verrucous oral leukoplakia
C3711380	Huntington Disease-Like Syndrome
C3711381	Hereditary Diffuse Leukoencephalopathy with Spheroids
C3711387	Autosomal Recessive Primary Microcephaly
C3711645	Long chain 3-hydroxyacyl-CoA dehydrogenase deficiency
C3714524	Fibromyxosarcoma
C3714581	Multicystic Dysplastic Kidney
C3714756	Intellectual Disability
C3714873	Axenfeld-Rieger Syndrome, Type 1
C3714941	OTOFACIOCERVICAL SYNDROME 1
C3714942	OTOFACIOCERVICAL SYNDROME 2
C3714948	PACHYONYCHIA CONGENITA 3
C3714958	PULMONARY HYPERTENSION, NEONATAL, SUSCEPTIBILITY TO
C3714980	BARDET-BIEDL SYNDROME 17
C3714992	CANDIDIASIS, FAMILIAL, 8
C3714994	CAP MYOPATHY 1
C3715082	EPIDERMOLYSIS BULLOSA SIMPLEX, AUTOSOMAL RECESSIVE 1
C3715156	AMYOTROPHIC LATERAL SCLEROSIS 20
C3715192	ANDIBULAR HYPOPLASIA, DEAFNESS, PROGEROID FEATURES, AND LIPODYSTROPHY SYNDROME
C3805326	Congenital heart disease (variable)
C3805411	CATARACT 30
C3805412	CATARACT 41
C3805432	COLOBOMA, OCULAR, WITH OR WITHOUT HEARING IMPAIRMENT, CLEFT LIP/PALATE, AND/OR MENTAL RETARDATION
C3805618	CEREBRAL AMYLOID ANGIOPATHY, PRNP-RELATED
C3805727	MEGALENCEPHALY, AUTOSOMAL DOMINANT
C3805839	Central hypoventilation
C3806402	EPILEPSY, FOCAL, WITH SPEECH DISORDER AND WITH OR WITHOUT MENTAL RETARDATION
C3806403	Continuous spike and waves during slow sleep
C3806579	CONGENITAL SHORT BOWEL SYNDROME, X-LINKED
C3806670	PAROXYSMAL NOCTURNAL HEMOGLOBINURIA 1
C3806702	CHARCOT-MARIE-TOOTH DISEASE, X-LINKED DOMINANT, 6
C3806712	BONE MINERAL DENSITY QUANTITATIVE TRAIT LOCUS 18
C3806742	MICROPHTHALMIA, SYNDROMIC 13
C3806746	MENTAL RETARDATION, X-LINKED 99
C3807131	Reduced renal corticomedullary differentiation
C3807327	ADVANCED SLEEP PHASE SYNDROME, FAMILIAL, 1
C3807521	AMYOTROPHIC LATERAL SCLEROSIS 21
C3807567	PARTIAL LIPODYSTROPHY, CONGENITAL CATARACTS, AND NEURODEGENERATION SYNDROME
C3808145	LEFT VENTRICULAR NONCOMPACTION 9
C3808377	CATARACT 16, MULTIPLE TYPES
C3808397	CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 1
C3808414	PERRAULT SYNDROME 3
C3808553	BONE MARROW FAILURE SYNDROME 1
C3808899	MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 4
C3808977	CEREBELLAR ATAXIA, MENTAL RETARDATION, AND DYSEQUILIBRIUM SYNDROME 4
C3808981	HYPOGONADOTROPIC HYPOGONADISM 19 WITH OR WITHOUT ANOSMIA
C3809004	CATARACT 19, MULTIPLE TYPES
C3809005	CARDIOFACIOCUTANEOUS SYNDROME 2
C3809006	CARDIOFACIOCUTANEOUS SYNDROME 3
C3809007	CARDIOFACIOCUTANEOUS SYNDROME 4
C3809008	HYPOMYELINATION WITH BRAINSTEM AND SPINAL CORD INVOLVEMENT AND LEG SPASTICITY
C3809013	CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 2
C3809031	NEUTROPENIA, SEVERE CONGENITAL, 5, AUTOSOMAL RECESSIVE
C3809105	PERRAULT SYNDROME 4
C3809137	muscular dystrophy, limb-girdle type 2R
C3809173	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 16
C3809192	PULMONARY HYPERTENSION, PRIMARY, 3
C3809210	EHLERS-DANLOS SYNDROME, SPONDYLODYSPLASTIC TYPE, 2
C3809243	HYPOCALCEMIA, AUTOSOMAL DOMINANT 2
C3809250	ESTROGEN RESISTANCE
C3809272	LETHAL CONGENITAL CONTRACTURE SYNDROME 5
C3809320	NEPHRONOPHTHISIS 16
C3809327	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 14
C3809339	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 16
C3809356	MULTIPLE CONGENITAL ANOMALIES-HYPOTONIA-SEIZURES SYNDROME 3
C3809369	PAROXYSMAL NOCTURNAL HEMOGLOBINURIA 2
C3809374	EPILEPSY, FAMILIAL ADULT MYOCLONIC, 5
C3809383	IMMUNODEFICIENCY 8
C3809414	CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 3
C3809420	CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 4
C3809434	RENAL-HEPATIC-PANCREATIC DYSPLASIA 2
C3809443	MITOCHONDRIAL DNA DEPLETION SYNDROME 12B (CARDIOMYOPATHIC TYPE), AUTOSOMAL RECESSIVE
C3809468	INCLUSION BODY MYOPATHY WITH EARLY-ONSET PAGET DISEASE WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA 2
C3809469	INCLUSION BODY MYOPATHY WITH EARLY-ONSET PAGET DISEASE WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA 3
C3809522	INFANTILE LIVER FAILURE SYNDROME 1
C3809526	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 17
C3809553	MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 6
C3809583	IMMUNODEFICIENCY 12
C3809606	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 17
C3809624	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 18
C3809641	CILIARY DYSKINESIA, PRIMARY, 25
C3809651	INFANTILE LIVER FAILURE SYNDROME 2
C3809665	SPASTIC PARAPLEGIA 79, AUTOSOMAL RECESSIVE
C3809672	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 37
C3809686	MENTAL RETARDATION, AUTOSOMAL DOMINANT 21
C3809719	Severe dermatitis, multiple allergies, metabolic wasting syndrome
C3809753	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 38
C3809781	Cole disease
C3809888	DIAMOND-BLACKFAN ANEMIA 12
C3809954	RETINITIS PIGMENTOSA 67
C3810023	VERHEIJ SYNDROME
C3810062	Congenital disorder of glycosylation type 1w
C3810090	L-FERRITIN DEFICIENCY
C3810170	DEAFNESS, AUTOSOMAL DOMINANT 56
C3810230	NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 6
C3810278	JOUBERT SYNDROME 22
C3810289	SPASTIC PARAPLEGIA 64, AUTOSOMAL RECESSIVE
C3810294	SPASTIC PARAPLEGIA 61, AUTOSOMAL RECESSIVE
C3810324	MORBID OBESITY AND SPERMATOGENIC FAILURE
C3810332	AURICULOCONDYLAR SYNDROME 3
C3810349	ALZHEIMER DISEASE 19
C3810367	PREMATURE OVARIAN FAILURE 8
C3810400	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 19
C3810407	CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 5
C3837651	HYPERTENSION, SALT-SENSITIVE ESSENTIAL, SUSCEPTIBILITY TO
C3839184	Papillary Serous Cystadenocarcinoma
C3839822	DICER1 syndrome
C3840076	Sex cord stromal tumor of testis
C3840252	Pseudomyogenic (epithelioid sarcoma-like) hemangioendothelioma
C3862275	SYSTEMIC LUPUS ERYTHEMATOSUS, SUSCEPTIBILITY TO
C3887461	Head and Neck Carcinoma
C3887485	MIGRAINE WITH OR WITHOUT AURA, SUSCEPTIBILITY TO, 1
C3887499	Renal cyst
C3887523	Very long chain acyl-CoA dehydrogenase deficiency
C3887608	HYDROCEPHALUS, NONSYNDROMIC, AUTOSOMAL RECESSIVE 1
C3887678	Central Nervous System Embryonal Tumor, Not Otherwise Specified
C3887824	Gastrointestinal dysplasia
C3887873	Hearing Loss
C3887892	Aortic Valve Disease 1
C3887898	Infantile Spasm
C3887939	MENTAL RETARDATION, X-LINKED 41
C3887942	GLAUCOMA 1, OPEN ANGLE, B
C3887952	BLOOD GROUP SYSTEM, LANDSTEINER-WIENER
C3887964	POLYCYSTIC KIDNEY DISEASE 3 WITH OR WITHOUT POLYCYSTIC LIVER DISEASE
C3888018	Congenital Hyperinsulinism
C3888093	ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 2
C3888099	Autosomal dominant vitreoretinochoroidopathy
C3888102	Frontotemporal Dementia With Motor Neuron Disease
C3888126	HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 7
C3888209	SPASTIC PARAPLEGIA 45, AUTOSOMAL RECESSIVE
C3888212	SECKEL SYNDROME 4
C3888239	HIRSCHSPRUNG DISEASE, SUSCEPTIBILITY TO, 1
C3888244	AICARDI-GOUTIERES SYNDROME 7
C3888307	CEREBRAL AMYLOID ANGIOPATHY, APP-RELATED, FLEMISH VARIANT
C3888308	CEREBRAL AMYLOID ANGIOPATHY, APP-RELATED, ITALIAN VARIANT
C3888309	CEREBRAL AMYLOID ANGIOPATHY, APP-RELATED, IOWA VARIANT
C3888338	GLAUCOMA 1, OPEN ANGLE, P
C3888631	Monogenic diabetes
C3889474	BARDET-BIEDL SYNDROME 16
C3890167	MENTAL RETARDATION, X-LINKED 100
C3890591	NEPHRONOPHTHISIS 18
C3891448	NEURAL TUBE DEFECTS, SUSCEPTIBILITY TO
C3892039	BARDET-BIEDL SYNDROME 5
C3892048	DEAFNESS, AUTOSOMAL DOMINANT 65
C3898089	Orbital Melanoma
C3898157	Sinonasal Small Cell Carcinoma
C3898222	Mucosal Melanoma
C3899764	CIC-DUX Sarcoma
C4012409	PITUITARY ADENOMA 2, GROWTH HORMONE-SECRETING
C4012727	MEGALENCEPHALY-POLYMICROGYRIA-POLYDACTYLY-HYDROCEPHALUS SYNDROME 1
C4012790	Ataxia-Telangiectasisa-Like Disorder 1
C4012968	Mild global developmental delay
C4013425	Neuroendocrine cervical carcinoma
C4013473	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 13
C4013716	Small cell carcinoma of the ovary, hypercalcemic type
C4013950	IMMUNODEFICIENCY 31A
C4014233	IMMUNODEFICIENCY 22
C4014239	MICROCEPHALY, PROGRESSIVE, WITH SEIZURES AND CEREBRAL AND CEREBELLAR ATROPHY
C4014261	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 16
C4014269	ATRIAL FIBRILLATION, FAMILIAL, 15
C4014283	CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 6
C4014312	RETINITIS PIGMENTOSA 69
C4014339	SHORT STATURE WITH MICROCEPHALY AND DISTINCTIVE FACIES
C4014361	ABDOMINAL OBESITY-METABOLIC SYNDROME 3
C4014371	IMMUNODEFICIENCY 23
C4014386	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 43
C4014393	CARDIOMYOPATHY, DILATED, WITH WOOLLY HAIR, KERATODERMA, AND TOOTH AGENESIS
C4014414	VULTO-VAN SILFHOUT-DE VRIES SYNDROME
C4014419	AHDC1-related intellectual disability, obstructive sleep apnea, mild dysmorphism syndrome
C4014425	PIGMENTED NODULAR ADRENOCORTICAL DISEASE, PRIMARY, 4
C4014435	MENTAL RETARDATION, AUTOSOMAL DOMINANT 26
C4014449	SPERMATOGENIC FAILURE 13
C4014479	CULLER-JONES SYNDROME
C4014488	PONTOCEREBELLAR HYPOPLASIA, TYPE 2E
C4014516	DIARRHEA 7, PROTEIN-LOSING ENTEROPATHY TYPE
C4014545	Tatton Brown Rahman syndrome
C4014563	HYPOTRICHOSIS 12
C4014588	LEUKOENCEPHALOPATHY, PROGRESSIVE, WITH OVARIAN FAILURE
C4014617	IMMUNODEFICIENCY 24
C4014676	ATAXIA-TELANGIECTASIA-LIKE DISORDER 2
C4014681	RETINITIS PIGMENTOSA 70
C4014722	STING-ASSOCIATED VASCULOPATHY, INFANTILE-ONSET
C4014738	MEGALENCEPHALY-POLYMICROGYRIA-POLYDACTYLY-HYDROCEPHALUS SYNDROME 2
C4014780	OROFACIODIGITAL SYNDROME XIV
C4014795	AUTOIMMUNE DISEASE, MULTISYSTEM, INFANTILE-ONSET, 1
C4014814	MYOPATHY, CENTRONUCLEAR, 5
C4014833	IMMUNODEFICIENCY 26 WITH OR WITHOUT NEUROLOGIC ABNORMALITIES
C4014856	CONE-ROD DYSTROPHY 20
C4014869	LIPODYSTROPHY, FAMILIAL PARTIAL, TYPE 6
C4014918	BREASTS AND/OR NIPPLES, APLASIA OR HYPOPLASIA OF, 2
C4014934	IMMUNODEFICIENCY 36
C4014954	NEUTROPENIA, SEVERE CONGENITAL, 6, AUTOSOMAL RECESSIVE
C4014970	ADAMS-OLIVER SYNDROME 5
C4014993	FOCAL SEGMENTAL GLOMERULOSCLEROSIS 8
C4014997	MICROCEPHALY, SHORT STATURE, AND IMPAIRED GLUCOSE METABOLISM 1
C4015050	DEAFNESS, AUTOSOMAL RECESSIVE 103
C4015062	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 22
C4015080	MICROCEPHALY 13, PRIMARY, AUTOSOMAL RECESSIVE
C4015095	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 7
C4015130	INFLAMMATORY SKIN AND BOWEL DISEASE, NEONATAL, 2
C4015160	PONTOCEREBELLAR HYPOPLASIA, TYPE 1C
C4015186	MONOCARBOXYLATE TRANSPORTER 1 DEFICIENCY
C4015202	PALMOPLANTAR KERATODERMA AND WOOLLY HAIR
C4015261	POLYENDOCRINE-POLYNEUROPATHY SYNDROME
C4015307	PERRAULT SYNDROME 5
C4015323	LEUKODYSTROPHY, HYPOMYELINATING, 9
C4015357	MENTAL RETARDATION, AUTOSOMAL DOMINANT 31
C4015388	MICROCEPHALY AND CHORIORETINOPATHY, AUTOSOMAL RECESSIVE, 2
C4015395	GENERALIZED EPILEPSY WITH FEBRILE SEIZURES PLUS, TYPE 9
C4015405	BLEEDING DISORDER, PLATELET-TYPE, 19
C4015444	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 47
C4015495	CEREBELLOFACIODENTAL SYNDROME
C4015512	AMYOTROPHIC LATERAL SCLEROSIS 22 WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA
C4015519	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 28
C4015525	LISSENCEPHALY 6 WITH MICROCEPHALY
C4015537	THROMBOCYTOPENIA 5
C4015596	MYASTHENIC SYNDROME, CONGENITAL, 15
C4015671	LONG QT SYNDROME 14
C4015695	LONG QT SYNDROME 15
C4015701	MECKEL SYNDROME 12
C4015710	TENORIO SYNDROME
C4015728	NEUROLOGIC, ENDOCRINE, AND PANCREATIC DISEASE, MULTISYSTEM, INFANTILE-ONSET
C4015779	PROSTATE CANCER, SOMATIC
C4015780	ALZHEIMER DISEASE, FAMILIAL, WITH SPASTIC PARAPARESIS AND UNUSUAL PLAQUES
C4015781	ALZHEIMER DISEASE, FAMILIAL, 3, WITH UNUSUAL PLAQUES
C4015782	ALZHEIMER DISEASE, FAMILIAL, 3, WITH SPASTIC PARAPARESIS
C4015843	AMYLOIDOSIS, CARDIAC AND CUTANEOUS
C4015888	DEAFNESS, AUTOSOMAL RECESSIVE 12, MODIFIER OF
C4015904	ACANTHOCYTOSIS DUE TO BAND 3 HT
C4015936	LEUKEMIA, ACUTE MYELOID, SOMATIC
C4015948	OSTEOGENESIS IMPERFECTA, TYPE III/IV
C4015949	OSTEOGENESIS IMPERFECTA, TYPE IIC
C4015950	OSTEOGENESIS IMPERFECTA, TYPE I, MILD
C4015984	CATARACT 9, AUTOSOMAL RECESSIVE
C4016019	DNA Ligase I Deficiency
C4016020	DNA TOPOISOMERASE I, CAMPTOTHECIN-RESISTANT
C4016021	DNA TOPOISOMERASE II, RESISTANCE TO INHIBITION OF, BY AMSACRINE
C4016032	NONSMALL CELL LUNG CANCER, RESPONSE TO TYROSINE KINASE INHIBITOR IN, SOMATIC
C4016033	NONSMALL CELL LUNG CANCER, RESISTANCE TO TYROSINE KINASE INHIBITOR IN
C4016037	ESTROGEN RECEPTOR MUTANT, TEMPERATURE-SENSITIVE
C4016051	L-FERRITIN DEFICIENCY, AUTOSOMAL RECESSIVE
C4016097	FIBRINOGEN MILANO XII, DIGENIC PHENOTYPE
C4016099	CANCER PROGRESSION AND TUMOR CELL MOTILITY
C4016104	HYPOGONADOTROPIC HYPOGONADISM 2 WITH ANOSMIA
C4016112	GLUCOCORTICOID RESISTANCE, CELLULAR
C4016115	GLUCOCORTICOID RESISTANCE, MILD
C4016141	ICHTHYOSIS HISTRIX, CURTH-MACKLIN TYPE
C4016143	VENTRICULAR TACHYCARDIA, SOMATIC
C4016231	GLIOBLASTOMA MULTIFORME, SOMATIC
C4016235	EPIDERMOLYSIS BULLOSA SIMPLEX, DOWLING-MEARA TYPE, WITH SEVERE PALMOPLANTAR KERATODERMA
C4016236	EPIDERMOLYSIS BULLOSA SIMPLEX, GENERALIZED, WITH SEVERE PALMOPLANTAR KERATOSIS
C4016241	HUTCHINSON-GILFORD PROGERIA SYNDROME, ATYPICAL
C4016270	CARDIOMYOPATHY, HYPERTROPHIC, MIDVENTRICULAR, DIGENIC
C4016294	PIEBALDISM WITH SENSORINEURAL DEAFNESS
C4016297	PIEBALDISM, PROGRESSIVE
C4016298	POSTAXIAL POLYDACTYLY, TYPE A1/B
C4016299	GREIG CEPHALOPOLYSYNDACTYLY SYNDROME, SEVERE
C4016311	TAP1 DEFICIENCY, SOMATIC
C4016314	AMYOTROPHIC LATERAL SCLEROSIS, SUSCEPTIBILITY TO
C4016321	HEMOLYTIC ANEMIA, NONSPHEROCYTIC, AND NEUROLOGIC DEFICITS, DUE TO GLUCOSE PHOSPHATE ISOMERASE DEFICIENCY
C4016331	HYPEREOSINOPHILIC SYNDROME, IDIOPATHIC, RESISTANT TO IMATINIB
C4016338	KURU, PROTECTION AGAINST
C4016345	PFEIFFER SYNDROME, TYPE III
C4016346	CRANIOSYNOSTOSIS, NONSYNDROMIC UNICORONAL
C4016392	ADRENOCORTICAL TUMOR, SOMATIC
C4016396	LEUKEMIA, PHILADELPHIA CHROMOSOME-POSITIVE, RESISTANT TO IMATINIB
C4016403	BLADDER CANCER, TRANSITIONAL CELL, SOMATIC
C4016406	COLON CANCER, ADVANCED, SOMATIC
C4016412	TRIOSEPHOSPHATE ISOMERASE MANCHESTER
C4016414	AMYOTROPHIC LATERAL SCLEROSIS 22 WITH FRONTOTEMPORAL DEMENTIA
C4016435	BARDET-BIEDL SYNDROME 1/7, DIGENIC
C4016440	MAPLE SYRUP URINE DISEASE, THIAMINE-RESPONSIVE, TYPE II
C4016442	MAPLE SYRUP URINE DISEASE, CLASSIC, TYPE IB
C4016481	WISKOTT-ALDRICH SYNDROME, ATTENUATED
C4016483	PELIZAEUS-MERZBACHER DISEASE, CONNATAL
C4016484	PELIZAEUS-MERZBACHER DISEASE, MILD
C4016494	EXUDATIVE VITREORETINOPATHY, X-LINKED
C4016507	THROMBOCYTOPENIA, X-LINKED, WITH DYSERYTHROPOIETIC ANEMIA
C4016508	THROMBOCYTOPENIA, X-LINKED, WITHOUT DYSERYTHROPOIETIC ANEMIA
C4016652	ATRIAL STANDSTILL 1, DIGENIC
C4016654	CLEIDOCRANIAL DYSPLASIA, FORME FRUSTE
C4016655	CLEIDOCRANIAL DYSPLASIA, SEVERE, WITH OSTEOPOROSIS AND SCOLIOSIS
C4016683	MONOCARBOXYLATE TRANSPORTER 1 DEFICIENCY, AUTOSOMAL RECESSIVE
C4016684	MONOCARBOXYLATE TRANSPORTER 1 DEFICIENCY, AUTOSOMAL DOMINANT
C4016698	IMMUNODEFICIENCY 26 WITHOUT NEUROLOGIC ABNORMALITIES
C4016745	SCHWANNOMATOSIS 1, SOMATIC
C4016751	ANTERIOR SEGMENT ANOMALIES AND CATARACT
C4016752	BRANCHIOOTORENAL SYNDROME WITH CATARACT
C4016791	SWEAT CHLORIDE ELEVATION WITHOUT CYSTIC FIBROSIS
C4016806	LYMPHOMA, SOMATIC
C4016851	BJORNSTAD SYNDROME WITH MILD MITOCHONDRIAL COMPLEX III DEFICIENCY
C4016880	FOCAL SEGMENTAL GLOMERULOSCLEROSIS 3
C4016881	ESOPHAGEAL SQUAMOUS CELL CARCINOMA, SOMATIC
C4016908	BARDET-BIEDL SYNDROME 2/6, DIGENIC
C4016949	HIRSCHSPRUNG DISEASE-MENTAL RETARDATION SYNDROME, LATE INFANTILE
C4016951	BREAST CANCER, EARLY-ONSET
C4016973	NEUROPATHY, AXONAL, WITH VOCAL CORD PARESIS, AUTOSOMAL RECESSIVE
C4016992	CHEDIAK-HIGASHI SYNDROME, CHILDHOOD TYPE
C4016993	CHEDIAK-HIGASHI SYNDROME, ADULT TYPE
C4017087	CYSTIC PARATHYROID ADENOMA, SOMATIC
C4017102	ATAXIA-TELANGIECTASIA WITHOUT IMMUNODEFICIENCY
C4017271	factor V Hong Kong phenotype
C4017280	HYPERPHENYLALANINEMIA, BH4-DEFICIENT, A, DUE TO PARTIAL PTS DEFICIENCY
C4017281	COPROPORPHYRIA, DIGENIC
C4017305	GYRATE ATROPHY OF CHOROID AND RETINA WITH PYRIDOXINE-RESPONSIVE ORNITHINEMIA
C4017308	HOMOCYSTINURIA, PYRIDOXINE-NONRESPONSIVE
C4017377	SPONDYLOEPIMETAPHYSEAL DYSPLASIA WITH JOINT LAXITY, TYPE 1
C4017378	SPONDYLOEPIMETAPHYSEAL DYSPLASIA WITH JOINT LAXITY, TYPE 1, WITH FRACTURES
C4017784	HYDROCEPHALUS, X-LINKED, WITH HIRSCHSPRUNG DISEASE
C4020731	Abnormal circulating creatine concentration
C4020908	Hypointensity of cerebral white matter on MRI
C4021076	Iron accumulation in brain
C4021085	Abnormality of brain morphology
C4021107	Non-obstructive azoospermia
C4021133	Left ventricular noncompaction cardiomyopathy
C4021215	EEG with periodic lateralized epileptiform discharges
C4021546	Abnormal mitochondria in muscle tissue
C4021570	Undetectable light- and dark-adapted electroretinogram
C4021582	Distal peripheral sensory neuropathy
C4021663	Abnormal muscle fiber morphology
C4021726	EMG: myopathic abnormalities
C4021727	EMG: neuropathic changes
C4021734	Abnormality of mitochondrial metabolism
