#DiseaseName	SourceName	ConceptID	SourceID	DiseaseMIM	LastModified	Category
Collins-Sakati syndrome	MONDO		MONDO:0022802		22 Apr 2020	Disease
Colloid carcinoma of the pancreas	MONDO	C1333081	MONDO:0004341		17 Apr 2020	Disease
Colloid cyst of third ventricle		C0266481		609363	16 Feb 2016	Disease
Coloboma chorioretinal cerebellar vermis aplasia					16 Feb 2016	Disease
Coloboma hair abnormality					16 Feb 2016	Disease
Coloboma of choroid and retina	MONDO	C4708599	MONDO:0020354		16 Feb 2016	Disease
Coloboma of iris					16 Feb 2016	Disease
Coloboma of lens ala nasi					16 Feb 2016	Disease
Coloboma of macula	MONDO	C1852767	MONDO:0007351	120300	17 Apr 2020	Disease
Coloboma of macula and skeletal anomalies	NCBI curation	C1857619		216800	16 Feb 2016	Disease
Coloboma of macula-brachydactyly type B syndrome	MONDO	C1852752	MONDO:0007353	120400	17 Apr 2020	Disease
Coloboma of optic disc	MONDO	C0155299	MONDO:0020358		26 Mar 2021	Disease
Coloboma of optic nerve (disease)	NCBI curation	CN030310		120430	26 Mar 2021	Disease
Coloboma of optic papilla					16 Feb 2016	Disease
Coloboma porencephaly hydronephrosis	MONDO		MONDO:0022803		16 Feb 2016	Disease
Coloboma, cleft lip/palate and mental retardation syndrome					16 Feb 2016	Disease
Coloboma, Congenital Heart Disease, Ichthyosiform Dermatosis, Intellectual Disability, and Ear Anomalies (CHIME) Syndrome		CN239148			02 Dec 2016	Disease
Coloboma, ocular, autosomal dominant	MONDO	CN263371	MONDO:0007350	120200	18 Mar 2020	Disease
Coloboma, ocular, with or without hearing impairment, cleft lip/palate, and/or mental retardation	NCBI curation	C3805432		120433	24 Aug 2016	Disease
Coloboma, osteopetrosis, microphthalmia, macrocephaly, albinism, and deafness	MONDO	C4310625	MONDO:0015014	617306	20 Jun 2017	Disease
Coloboma-obesity-hypogenitalism-mental retardation syndrome	NCBI curation	C1866256		601794	16 Feb 2016	Disease
Colobomata unilobar lung heart defect	MONDO		MONDO:0022804		16 Feb 2016	Disease
Colobomatous microphthalmia heart disease hearing					16 Feb 2016	Disease
Colobomatous microphthalmia, corpus callosum hypoplasia, heart defect		CN235150			16 Feb 2016	Finding
Colobomatous microphthalmia, IUGR, partial corpus callosum agenesis, Kyphosis, psychomotor delay		CN235141			16 Feb 2016	Finding
Colobomatous microphthalmia, Pyriform sinus stenosis, single central incisor		CN235153			16 Feb 2016	Finding
Colobomatous microphthalmia, short stature, Left duplicated pyelocaliceal system, Psychomotor delay		CN235154			16 Feb 2016	Finding
Colobomatous optic disc-macular atrophy-chorioretinopathy syndrome	MONDO	C4225424	MONDO:0008927	212550	17 Apr 2020	Disease
Colon adenocarcinoma	MONDO	C0338106	MONDO:0002271		17 Apr 2020	Disease
Colon adenoma	MONDO	C4551463	MONDO:0000527		14 Aug 2020	Disease
Colon Burkitt lymphoma	MONDO	C1333083	MONDO:0006150		17 Apr 2020	Disease
Colon cancer with loss of MSH2 and MSH6 on IHC		CN262505			22 Jun 2017	Finding
Colon cancer, advanced	NCBI curation	C4016406			16 Feb 2016	Disease
Colon cancer, susceptibility to	NCBI curation	C4016820			25 Jan 2021	Disease
Colon carcinoma in situ	MONDO	C0154061	MONDO:0004663		17 Apr 2020	Disease
Colon dysplasia	MONDO	C1302363	MONDO:0006151		17 Apr 2020	Disease
Colon inflammatory polyp	MONDO	C0267392	MONDO:0006152		17 Apr 2020	Disease
Colon juvenile polyp	MONDO	C1333090	MONDO:0006153		17 Apr 2020	Disease
Colon Kaposi sarcoma	MONDO	C1333091	MONDO:0003997		17 Apr 2020	Infectious disease
Colon leiomyoma	MONDO	C1333092	MONDO:0001092		17 Apr 2020	Disease
Colon leiomyosarcoma	MONDO	C1333093	MONDO:0003351		17 Apr 2020	Disease
Colon lymphoma	MONDO	C0519037	MONDO:0002035		17 Apr 2020	Disease
Colon medullary carcinoma	MONDO	C1880119	MONDO:0000892		17 Apr 2020	Disease
Colon mucinous adenocarcinoma	MONDO	C0279639	MONDO:0005007		17 Apr 2020	Disease
Colon mucosa-associated lymphoid tissue lymphoma	MONDO	C1333096	MONDO:0006154		17 Apr 2020	Disease
Colon neuroendocrine neoplasm	MONDO	C1333097	MONDO:0002882		17 Apr 2020	Disease
Colon neuroendocrine tumor G1	MONDO	C1333084	MONDO:0006155		17 Apr 2020	Disease
Colon perforation	Human Phenotype Ontology	C0347646	HP:0031369		04 Apr 2018	Finding
Colon polyposis					09 Dec 2020	Finding
Colon polyps		C0009376			01 Jun 2017	Finding
Colon sarcoma	MONDO	C1333098	MONDO:0003352		17 Apr 2020	Disease
Colon serrated polyposis	MONDO	C3272797	MONDO:0100290		07 Jun 2021	Disease
Colon sessile serrated adenoma/polyp	MONDO	C3272791	MONDO:0006156		17 Apr 2020	Disease
Colon signet ring cell adenocarcinoma	MONDO	C1707436	MONDO:0002495		17 Apr 2020	Disease
Colon small cell neuroendocrine carcinoma	MONDO	C1333099	MONDO:0003978		17 Apr 2020	Disease
Colonic arteriovenous malformation	Human Phenotype Ontology	C2062349	HP:0031345		04 Apr 2018	Finding
Colonic disease	MONDO	C0009373	MONDO:0003409		17 Apr 2020	Disease
Colonic diverticula	Human Phenotype Ontology	C0012819	HP:0002253		16 Feb 2016	Finding
Colonic inertia	Human Phenotype Ontology	C1257861	HP:0012423		16 Feb 2016	Finding
Colonic L-cell glucagon-like peptide producing tumor	MONDO	C3274139	MONDO:0004210		17 Apr 2020	Disease
Colonic lymphangioma	MONDO	C1333094	MONDO:0001093		17 Apr 2020	Disease
Colonic malakoplakia	MONDO		MONDO:0022805		16 Feb 2016	Disease
Colonic neoplasm	MONDO	C0009375	MONDO:0005401		17 Apr 2020	Disease
Colonic pseudo-obstruction	MONDO	C0009377	MONDO:0002801		17 Apr 2020	Disease
Colonic stenosis	Human Phenotype Ontology	C0267466	HP:0012851		16 Feb 2016	Finding
Colonic varices	Human Phenotype Ontology	C4022853	HP:0012550		16 Feb 2016	Finding
Colonic varices without portal hypertension	MONDO	C1852721	MONDO:0007357	120440	16 Feb 2016	Disease
Color agnosia	MONDO		MONDO:0000669		17 Apr 2020	Disease
Color vision disorder	MONDO	CN207064	MONDO:0001703		17 Apr 2020	Disease
Color vision test abnormality	Human Phenotype Ontology	C4073057	HP:0030584		16 Feb 2016	Finding
Colorado tick fever	MONDO	C0009400	MONDO:0005708		04 Jun 2020	Infectious disease
Colorblindness, partial	MONDO		MONDO:0000014		17 Apr 2020	Disease
Colorectal / endometrial cancer		CN221548			16 Feb 2016	Disease
Colorectal adenoma	MONDO	C1302401	MONDO:0005484		16 Feb 2016	Disease
Colorectal adenomatous polyposis, autosomal recessive, with pilomatricomas	NCBI curation	CN068899			16 Feb 2016	Disease
Colorectal adenosquamous carcinoma	MONDO	C1707437	MONDO:0006157		17 Apr 2020	Disease
Colorectal cancer	MONDO	C0009402	MONDO:0005575	114500	16 Feb 2016	Disease
Colorectal cancer 1	NCBI curation	C1837315		608812	16 Feb 2016	Disease
Colorectal cancer 10	NCBI curation	C2675481		612591	16 Feb 2016	Disease
Colorectal cancer 11	NCBI curation	C2675480		612592	16 Feb 2016	Disease
Colorectal cancer 2	NCBI curation	C1969113		611469	16 Feb 2016	Disease
Colorectal cancer 3	NCBI curation	C2677123		612229	16 Feb 2016	Disease
Colorectal cancer 4	NCBI curation	C2677290			16 Feb 2016	Disease
Colorectal cancer 5	NCBI curation	C2677122		612230	16 Feb 2016	Disease
Colorectal cancer 6	NCBI curation	C2677121		612231	16 Feb 2016	Disease
Colorectal cancer 7	NCBI curation	C2677120		612232	16 Feb 2016	Disease
Colorectal cancer 8	NCBI curation	C2675483		612589	16 Feb 2016	Disease
Colorectal cancer 9	NCBI curation	C2675482		612590	16 Feb 2016	Disease
Colorectal cancer susceptibility 12					01 Oct 2020	Disease
Colorectal cancer with chromosomal instability, somatic	NCBI curation	C5231530			10 Aug 2020	Disease
Colorectal cancer, childhood					16 Feb 2016	Disease
Colorectal cancer, early onset		C3554772			16 Feb 2016	Disease
Colorectal cancer, increased risk, assoc. with		CN231065			16 Feb 2016	Disease
Colorectal cancer, non-polyposis		CN221576			16 Feb 2016	Disease
Colorectal cancer, protection against	NCBI curation	C3149111			29 Oct 2017	Disease
Colorectal cancer, sporadic, susceptibility to	NCBI curation				16 Feb 2016	Disease
Colorectal cancer, susceptibility to	NCBI curation	C1858438			16 Feb 2016	Disease
Colorectal cancer, susceptibility to, 12	MONDO	C3554460	MONDO:0014038	615083	16 Feb 2016	Disease
Colorectal cancer, susceptibility to, on chromosome 15	NCBI curation				16 Feb 2016	Disease
Colorectal carcinoma	MONDO	CN295866	MONDO:0024331		17 Apr 2020	Disease
Colorectal diffuse large B-cell lymphoma	MONDO	C3272827	MONDO:0006158		17 Apr 2020	Disease
Colorectal gastrointestinal stromal tumor	MONDO	C1333109	MONDO:0006159		17 Apr 2020	Disease
Colorectal hamartoma	MONDO	C3272801	MONDO:0006160		17 Apr 2020	Disease
Colorectal juvenile polyp	MONDO	C1377708	MONDO:0006161		17 Apr 2020	Disease
Colorectal Kaposi sarcoma	MONDO	C3272833	MONDO:0024659		17 Apr 2020	Infectious disease
Colorectal leiomyoma	MONDO	C1333113	MONDO:0003299		17 Apr 2020	Disease
Colorectal lipoma	MONDO	C1333114	MONDO:0003885		17 Apr 2020	Disease
Colorectal lymphoma	MONDO	C3272822	MONDO:0024656		17 Apr 2020	Disease
Colorectal medullary carcinoma	MONDO	C1707438	MONDO:0020794		22 Jan 2021	Disease
Colorectal neoplasm	MONDO		MONDO:0005335		17 Apr 2020	Disease
Colorectal Neoplasms;Rectal Neoplasms	PharmGKB				17 Feb 2017	Disease
Colorectal neuroendocrine tumor G1	MONDO	C3272611	MONDO:0006162		17 Apr 2020	Disease
Colorectal polyposis	Human Phenotype Ontology	C0949059	HP:0200063		16 Feb 2016	Finding
Colorectal serrated adenocarcinoma	MONDO	C3272809	MONDO:0006163		17 Apr 2020	Disease
Colorectal sessile serrated adenoma/polyp	MONDO	C2826783	MONDO:0006164		17 Apr 2020	Disease
Colorectal signet ring cell carcinoma	MONDO	C1707440	MONDO:0044336		17 Apr 2020	Disease
Colorectal squamous cell carcinoma	MONDO	C1707442	MONDO:0006165		17 Apr 2020	Disease
Colorectal tubulovillous adenoma	MONDO	C1333118	MONDO:0024662		17 Apr 2020	Disease
Colorectal tumor with loss of MLH1 and PMS2 on IHC		CN262506			22 Jun 2017	Finding
Colostrum secretion	NCBI curation	C3149149			16 Feb 2016	Disease
Colpocephaly	Human Phenotype Ontology	C0431384	HP:0030048		16 Feb 2016	Disease
Colpocephaly	MONDO	C0431384	MONDO:0022236		16 Feb 2016	Disease
COLTON BLOOD GROUP POLYMORPHISM	NCBI curation				16 Feb 2016	Blood group
Colton Blood group system	NCBI curation	C1292295		110450	16 Feb 2016	Blood group
Colton-null phenotype	NCBI curation	C1862554			03 Sep 2020	Finding
Columnar cell hyperplasia of the breast	MONDO	C1707446	MONDO:0006166		17 Apr 2020	Disease
Columnar cell variant thyroid gland papillary carcinoma	MONDO	C1333120	MONDO:0004102		17 Apr 2020	Disease
Colver Steer Godman syndrome	MONDO		MONDO:0022809		16 Feb 2016	Disease
Coma	Human Phenotype Ontology	C0009421	HP:0001259		16 Feb 2016	Disease
Coma with respiratory acidosis, in the sequence of rhinopharyngitis and vomiting		CN235368			02 Mar 2016	Finding
Combarros Calleja Leno syndrome	MONDO		MONDO:0022810		16 Feb 2016	Disease
Combat disorder	MONDO	C0009426	MONDO:0004049		17 Apr 2020	Disease
Combined ApoA-I and ApoC-III deficiency	MONDO	CN294815	MONDO:0100188		22 Jan 2021	Disease
COMBINED APOLIPOPROTEIN A-I AND C-III DEFICIENCY		CN262193			21 Aug 2019	Disease
Combined carcinoid and adenocarcinoma	MONDO	C0334302	MONDO:0021659		17 Apr 2020	Disease
Combined cellular and humoral immune defects with granulomas	NCBI curation	C2673536		233650	16 Feb 2016	Disease
Combined cervical dystonia	MONDO	CN204846	MONDO:0018267		17 Apr 2020	Disease
Combined cystic and ground-glass pattern on pulmonary HRCT	Human Phenotype Ontology	C4476753	HP:0025395		04 Apr 2018	Finding
Combined d-2- and l-2-hydroxyglutaric aciduria	NCBI curation	C2746066		615182	16 Feb 2016	Disease
Combined deficiency of factor V and factor VIII	MONDO	C1856883	MONDO:0018175		24 Mar 2021	Disease
Combined deficiency of factor V and factor VIII, 1	NCBI curation	C4551981		227300	16 Feb 2016	Disease
Combined deficiency of factor V and factor VIII, with normal protein C and protein C inhibitor	NCBI curation	C1856882		227310	16 Feb 2016	Disease
Combined deficiency of factor VII and factor VIII	NCBI curation	C1851377		134430	16 Feb 2016	Disease
Combined deficiency of factor VIII and factor IX	NCBI curation	C1851376		134510	16 Feb 2016	Disease
Combined deficiency of sialidase AND beta galactosidase		C0268233		256540	16 Feb 2016	Disease
Combined dystonia	MONDO	CN206969	MONDO:0020065		17 Apr 2020	Disease
Combined hamartoma of the retinal pigment epithelium and retina	Human Phenotype Ontology	C1862062	HP:0030510		16 Feb 2016	Finding
Combined hepatocellular carcinoma and cholangiocarcinoma	MONDO	C0221287	MONDO:0044791		17 Apr 2020	Disease
Combined hyperactive dysfunction syndrome of the cranial nerves	MONDO	CN201241	MONDO:0016371		17 Apr 2020	Disease
Combined hyperlipidemia		C2712907			16 Feb 2016	Finding
Combined immunodeficiency and megaloblastic anemia with or without hyperhomocysteinemia	MONDO	C4540434	MONDO:0060611	617780	22 Jan 2021	Disease
Combined immunodeficiency due to CRAC channel dysfunction	MONDO	C4303571	MONDO:0015695		17 Apr 2020	Disease
Combined immunodeficiency due to GINS1 deficiency	MONDO	C4693356	MONDO:0044725	617827	17 Apr 2020	Disease
Combined immunodeficiency due to ORAI1 deficiency	MONDO	C2748568	MONDO:0013007	612782	17 Apr 2020	Disease
Combined immunodeficiency due to STIM1 deficiency	MONDO	C2748557	MONDO:0013008	612783	17 Apr 2020	Disease
Combined immunodeficiency due to ZAP70 deficiency	MONDO	C4274666	MONDO:0010023	269840	17 Apr 2020	Disease
Combined immunodeficiency, X-linked	MONDO	CN030319	MONDO:0010730	312863	16 Feb 2016	Disease
Combined immunodeficiency, X-linked, moderate		CN260087			20 Jun 2019	Disease
Combined inflammatory and immunologic defect	MONDO	C1857617	MONDO:0009004	216920	16 Feb 2016	Disease
Combined lung carcinoma	MONDO	C1333123	MONDO:0006167		17 Apr 2020	Disease
Combined malonic and methylmalonic aciduria	NCBI curation	C3280314		614265	16 Feb 2016	Disease
Combined mitochondrial respiratory chain deficiency	NCBI curation	C4014653			16 Feb 2016	Finding
combined mitochondrial respiratory chain deficiency; neurological regression; complex movement disorder; intractable seizures	NCBI curation				27 Jan 2020	Finding
Combined molybdoflavoprotein enzyme deficiency		C0268119			16 Feb 2016	Disease
Combined osteogenesis imperfecta and Ehlers-Danlos syndrome 1	MONDO	C5436842	MONDO:0030854	619115	08 Apr 2021	Disease
Combined osteogenesis imperfecta and Ehlers-Danlos syndrome 2	MONDO	C5436847	MONDO:0030855	619120	08 Apr 2021	Disease
Combined oxidative phosphorylation defect type 29	MONDO	CN294727	MONDO:0033187		22 Jan 2021	Disease
Combined oxidative phosphorylation deficiency	MONDO	C4540031	MONDO:0000732		16 Feb 2016	Disease
Combined oxidative phosphorylation deficiency	OMIM phenotypic series	C4540031	PS609060		16 Feb 2016	Disease
Combined oxidative phosphorylation deficiency 1	NCBI curation	C1836797		609060	16 Feb 2016	Disease
Combined oxidative phosphorylation deficiency 10	NCBI curation	C3553529		614702	16 Feb 2016	Disease
Combined oxidative phosphorylation deficiency 11	NCBI curation	C3554067		614922	16 Feb 2016	Disease
Combined oxidative phosphorylation deficiency 12	NCBI curation	C3554079		614924	16 Feb 2016	Disease
Combined oxidative phosphorylation deficiency 13	NCBI curation	C3554129		614932	16 Feb 2016	Disease
Combined oxidative phosphorylation deficiency 14	NCBI curation	C3554168		614946	16 Feb 2016	Disease
Combined oxidative phosphorylation deficiency 15	NCBI curation	C3554182		614947	16 Feb 2016	Disease
Combined oxidative phosphorylation deficiency 16	NCBI curation	C3809339		615395	16 Feb 2016	Disease
Combined oxidative phosphorylation deficiency 17	NCBI curation	C3809526		615440	16 Feb 2016	Disease
Combined oxidative phosphorylation deficiency 18	NCBI curation	C3810001		615578	16 Feb 2016	Disease
Combined oxidative phosphorylation deficiency 19	MONDO	C3810055	MONDO:0014269	615595	16 Feb 2016	Disease
Combined oxidative phosphorylation deficiency 2	NCBI curation	C1864843		610498	16 Feb 2016	Disease
Combined oxidative phosphorylation deficiency 20	NCBI curation	C4014660		615917	16 Feb 2016	Disease
Combined oxidative phosphorylation deficiency 21	NCBI curation	C4014668		615918	16 Feb 2016	Disease
Combined oxidative phosphorylation deficiency 22	MONDO	C4015062	MONDO:0020727	616045	16 Feb 2016	Disease
Combined oxidative phosphorylation deficiency 23	NCBI curation	C4015447		616198	16 Feb 2016	Disease
Combined oxidative phosphorylation deficiency 24	NCBI curation	C4015643		616239	16 Feb 2016	Disease
Combined oxidative phosphorylation deficiency 25	NCBI curation	C4225329		616430	16 Feb 2016	Disease
Combined oxidative phosphorylation deficiency 26	NCBI curation	C4225290		616539	16 Feb 2016	Disease
Combined oxidative phosphorylation deficiency 27	NCBI curation	C4225251		616672	16 Feb 2016	Disease
Combined oxidative phosphorylation deficiency 28	MONDO	C4225206	MONDO:0014775	616794	16 Feb 2016	Disease
Combined oxidative phosphorylation deficiency 29	MONDO	C4225200	MONDO:0014781	616811	16 Feb 2016	Disease
Combined oxidative phosphorylation deficiency 3	NCBI curation	C1864840		610505	16 Feb 2016	Disease
Combined oxidative phosphorylation deficiency 30	NCBI curation	C4310773		616974	10 Feb 2018	Disease
Combined oxidative phosphorylation deficiency 31	NCBI curation	C4310661		617228	20 Jun 2017	Disease
Combined oxidative phosphorylation deficiency 32	MONDO	C4540029	MONDO:0054654	617664	25 Feb 2019	Disease
Combined oxidative phosphorylation deficiency 33	MONDO	C4540209	MONDO:0054677	617713	25 Feb 2019	Disease
Combined oxidative phosphorylation deficiency 34	MONDO	C4693450	MONDO:0054741	617872	25 Feb 2019	Disease
Combined oxidative phosphorylation deficiency 35	MONDO	C4693466	MONDO:0054742	617873	25 Feb 2019	Disease
Combined oxidative phosphorylation deficiency 36	MONDO	C4693722	MONDO:0054781	617950	25 Feb 2019	Disease
Combined oxidative phosphorylation deficiency 37	MONDO	C5193031	MONDO:0032679	618329	25 Feb 2019	Disease
Combined oxidative phosphorylation deficiency 38	MONDO	C5193064	MONDO:0032712	618378	22 Jan 2021	Disease
Combined oxidative phosphorylation deficiency 39	MONDO	C5193075	MONDO:0032726	618397	22 Jan 2021	Disease
Combined oxidative phosphorylation deficiency 4	NCBI curation	C1857682		610678	16 Feb 2016	Disease
Combined oxidative phosphorylation deficiency 40	MONDO	C5394232	MONDO:0030006	618835	22 Jan 2021	Disease
Combined oxidative phosphorylation deficiency 41	MONDO	C5394236	MONDO:0030007	618838	22 Jan 2021	Disease
Combined oxidative phosphorylation deficiency 42	MONDO	C5394237	MONDO:0030008	618839	22 Jan 2021	Disease
Combined oxidative phosphorylation deficiency 43	MONDO	C5394284	MONDO:0030017	618851	22 Jan 2021	Disease
Combined oxidative phosphorylation deficiency 44	MONDO	C5394293	MONDO:0030020	618855	22 Jan 2021	Disease
Combined oxidative phosphorylation deficiency 45	MONDO	C5436461	MONDO:0033533	618951	22 Jan 2021	Disease
Combined oxidative phosphorylation deficiency 46	MONDO	C5436466	MONDO:0033534	618952	22 Jan 2021	Disease
Combined oxidative phosphorylation deficiency 47	MONDO	C5436476	MONDO:0033537	618958	22 Jan 2021	Disease
Combined oxidative phosphorylation deficiency 48	MONDO	C5436602	MONDO:0033566	619012	22 Jan 2021	Disease
